amount,transaction_type,merchant_category,location,card_type,hour,previous_transactions,is_foreign_transaction,fraud
32548,POS,Shopping,International,Credit,1,30,Yes,0
49748,ATM,Travel,Same City,Debit,17,5,No,0
72179,ATM,Shopping,Different City,Debit,14,2,No,0
159183,Online,Gaming,Same City,Debit,10,13,No,1
6406,ATM,Food,Same City,Credit,3,17,No,0
37857,Online,Electronics,Same City,Debit,21,5,No,0
85373,Online,Electronics,Same City,Credit,4,13,No,1
67715,Online,Fuel,Same City,Credit,19,18,No,0
133432,ATM,Food,Same City,Credit,14,17,No,0
127022,Online,Gaming,Different State,Credit,17,30,No,1
26710,Online,Travel,Different State,Credit,13,14,No,0
166770,POS,Electronics,Same City,Credit,5,25,No,1
111184,International,Travel,Same City,Debit,19,9,Yes,1
43978,Online,Jewellery,Same City,Credit,21,12,No,0
165829,Online,Fuel,Same City,Credit,17,18,No,0
23618,Online,Shopping,Same City,Credit,8,28,No,0
160124,POS,Fuel,Different State,Debit,20,8,No,1
185633,POS,Shopping,International,Credit,14,30,Yes,1
4261,International,Shopping,International,Debit,0,28,Yes,1
45591,Online,Fuel,Different City,Debit,17,2,No,0
170256,POS,Travel,Different State,Debit,14,21,No,1
98764,ATM,Food,Same City,Debit,22,0,No,0
97219,International,Food,Same City,Credit,8,21,Yes,1
93900,Online,Fuel,Different City,Debit,7,7,No,0
95258,Online,Travel,Different City,Debit,0,6,No,1
167462,Online,Fuel,Different City,Credit,17,6,No,0
148396,POS,Gaming,Same City,Credit,23,2,No,1
149496,ATM,Fuel,Different City,Credit,21,0,No,0
181762,POS,Gaming,Different City,Debit,0,30,No,1
176549,International,Shopping,International,Credit,13,8,Yes,1
135967,POS,Food,Different City,Debit,7,1,No,0
110216,POS,Food,Same City,Credit,18,25,No,0
193416,Online,Electronics,International,Debit,6,5,Yes,1
16574,POS,Shopping,Same City,Debit,18,25,No,0
87735,ATM,Shopping,Same City,Debit,1,26,No,1
62160,International,Electronics,Different City,Debit,20,14,Yes,1
22522,International,Fuel,Same City,Debit,22,2,Yes,0
16353,International,Food,Same City,Debit,2,3,Yes,0
146706,Online,Fuel,Same City,Debit,13,7,No,0
173042,POS,Travel,Same City,Credit,19,19,No,0
170735,International,Electronics,Same City,Credit,6,3,Yes,1
156121,POS,Gaming,Different State,Debit,4,20,No,1
93263,Online,Electronics,Same City,Credit,1,1,No,1
153329,Online,Jewellery,Different City,Credit,17,24,No,1
123182,Online,Food,Same City,Credit,18,21,No,1
15125,Online,Fuel,Different City,Credit,11,6,No,0
168017,International,Electronics,Same City,Debit,22,22,Yes,1
157324,POS,Fuel,Different City,Credit,9,13,No,0
27585,POS,Electronics,Same City,Credit,0,20,No,0
60464,POS,Shopping,Same City,Debit,10,25,No,1
53922,Online,Fuel,Same City,Credit,11,0,No,0
37429,Online,Shopping,Different City,Debit,1,0,No,1
74575,Online,Fuel,Different City,Credit,17,7,No,0
5734,Online,Food,Same City,Debit,4,12,No,0
29189,Online,Shopping,Same City,Credit,11,21,No,0
138230,International,Jewellery,Different State,Debit,2,3,Yes,1
34387,ATM,Shopping,Same City,Credit,19,13,No,0
64207,International,Electronics,Different City,Debit,9,25,Yes,1
64894,Online,Electronics,Different State,Debit,18,28,No,1
190756,Online,Travel,Different City,Credit,16,12,No,0
169201,ATM,Food,Same City,Credit,22,11,No,0
126793,POS,Travel,Same City,Credit,18,20,No,1
57647,ATM,Travel,Same City,Credit,13,28,No,0
41311,International,Food,Different City,Credit,2,9,Yes,1
92263,Online,Shopping,Same City,Credit,14,14,No,0
96441,ATM,Food,Same City,Credit,7,8,No,0
94234,International,Food,Same City,Credit,2,25,Yes,1
59801,Online,Shopping,Same City,Credit,6,21,No,0
79455,POS,Electronics,Different State,Credit,19,4,No,0
197332,POS,Travel,Same City,Debit,9,26,No,1
105956,International,Fuel,Different City,Credit,20,16,Yes,1
39233,ATM,Shopping,Different City,Credit,7,16,No,0
144964,ATM,Electronics,Same City,Debit,10,27,No,1
183061,Online,Food,Different State,Credit,4,18,No,1
80203,International,Shopping,Different State,Debit,10,7,Yes,1
179868,ATM,Electronics,Different City,Credit,18,0,No,0
8543,International,Shopping,International,Credit,20,25,Yes,0
159440,POS,Food,Same City,Debit,2,17,No,1
124560,Online,Travel,Same City,Debit,2,5,No,1
145041,Online,Fuel,Different City,Credit,6,2,No,0
101259,Online,Shopping,Different City,Credit,1,11,No,1
45143,Online,Fuel,Same City,Debit,4,17,No,1
194910,Online,Jewellery,Different State,Credit,6,9,No,1
186136,POS,Shopping,Different City,Credit,6,16,No,0
120412,Online,Shopping,Same City,Credit,12,19,No,0
137950,Online,Travel,Same City,Credit,1,23,No,1
169523,ATM,Travel,Different City,Debit,9,12,No,0
46008,Online,Shopping,Different City,Credit,12,29,No,0
183213,POS,Food,International,Credit,5,8,Yes,1
141064,Online,Fuel,Different City,Debit,6,29,No,1
199817,POS,Jewellery,Same City,Credit,10,13,No,1
66361,Online,Shopping,Same City,Debit,21,23,No,1
90187,POS,Fuel,Same City,Credit,3,22,No,1
85850,POS,Travel,Same City,Credit,21,7,No,0
114846,Online,Fuel,Different State,Credit,0,19,No,1
77208,Online,Electronics,Same City,Debit,0,21,No,1
115615,Online,Shopping,Same City,Debit,6,14,No,0
166506,ATM,Gaming,Different City,Debit,12,22,No,1
13840,POS,Shopping,Same City,Credit,7,11,No,0
52525,Online,Food,International,Credit,6,21,Yes,1
57920,International,Shopping,Different State,Debit,23,5,Yes,0
134448,Online,Food,Different City,Credit,6,29,No,1
112266,Online,Shopping,Same City,Credit,12,20,No,0
102122,Online,Shopping,Different City,Credit,19,11,No,1
57394,Online,Electronics,Same City,Debit,22,17,No,0
149313,Online,Jewellery,Different City,Debit,22,12,No,1
181954,Online,Shopping,Different City,Debit,21,15,No,0
4726,POS,Gaming,Same City,Debit,7,16,No,0
3584,Online,Gaming,Different State,Credit,23,13,No,0
162567,Online,Shopping,Same City,Credit,12,6,No,0
62507,International,Gaming,International,Debit,10,4,Yes,1
168816,ATM,Shopping,Different State,Credit,9,24,No,0
192218,Online,Shopping,Same City,Debit,21,7,No,0
182625,POS,Gaming,Same City,Credit,14,20,No,0
128981,Online,Shopping,Different City,Credit,6,4,No,0
155454,POS,Electronics,Same City,Credit,13,23,No,1
43133,POS,Shopping,Same City,Credit,9,18,No,0
166719,Online,Fuel,Same City,Debit,11,12,No,0
123494,Online,Travel,Different City,Debit,15,0,No,0
112139,ATM,Electronics,International,Credit,4,17,Yes,1
67547,Online,Food,Same City,Credit,15,2,No,0
187497,POS,Shopping,Same City,Credit,16,23,No,1
128931,Online,Food,Same City,Debit,12,15,No,0
154321,Online,Fuel,International,Credit,18,5,Yes,1
114472,International,Electronics,Different City,Credit,22,15,Yes,1
96616,POS,Gaming,International,Debit,7,15,Yes,0
94842,POS,Electronics,Different City,Debit,8,19,No,0
178637,Online,Shopping,Different City,Debit,5,0,No,1
24297,POS,Fuel,Same City,Credit,2,16,No,0
110972,Online,Food,Different City,Credit,17,21,No,1
153737,Online,Food,Different State,Debit,2,3,No,1
90380,ATM,Food,Same City,Debit,22,9,No,1
44244,ATM,Shopping,Same City,Debit,16,13,No,0
192262,Online,Shopping,Same City,Credit,15,5,No,0
28998,POS,Fuel,Same City,Credit,5,25,No,0
68087,International,Fuel,Same City,Debit,3,27,Yes,1
21021,Online,Food,Same City,Credit,18,7,No,0
176471,ATM,Shopping,Same City,Debit,21,18,No,0
11073,Online,Travel,Same City,Debit,8,29,No,0
198519,Online,Food,Same City,Debit,10,26,No,1
94789,POS,Food,Same City,Credit,10,25,No,1
119878,ATM,Food,Different State,Debit,0,19,No,1
139201,Online,Electronics,Different State,Credit,19,21,No,1
124670,POS,Gaming,Same City,Debit,10,0,No,1
12094,International,Electronics,Different City,Credit,15,12,Yes,0
21430,Online,Jewellery,International,Credit,21,27,Yes,0
26433,POS,Food,Same City,Credit,16,28,No,0
187969,POS,Shopping,Different State,Credit,21,17,No,1
122469,Online,Food,Same City,Debit,7,7,No,0
197560,International,Electronics,Same City,Debit,0,5,Yes,1
85690,International,Electronics,Same City,Credit,15,30,Yes,1
32369,POS,Jewellery,Different City,Credit,22,10,No,0
151087,ATM,Gaming,Different City,Credit,22,23,No,1
100147,POS,Electronics,International,Credit,7,7,Yes,1
76377,Online,Shopping,Different City,Debit,23,30,No,1
96500,Online,Food,Same City,Debit,9,1,No,0
49870,ATM,Jewellery,Same City,Credit,21,29,No,0
136349,POS,Gaming,Same City,Credit,14,10,No,1
77910,ATM,Travel,Same City,Debit,4,23,No,1
184378,Online,Food,Same City,Debit,8,27,No,1
125478,POS,Shopping,Same City,Debit,1,25,No,1
187995,Online,Electronics,Different State,Debit,1,29,No,1
47029,ATM,Electronics,Same City,Debit,5,0,No,1
88550,Online,Travel,Same City,Credit,2,16,No,1
74120,POS,Shopping,Different State,Credit,4,10,No,1
152244,ATM,Shopping,International,Credit,20,5,Yes,1
115937,POS,Food,Same City,Credit,23,6,No,0
2494,Online,Fuel,Same City,Debit,4,12,No,0
112064,POS,Shopping,Same City,Credit,15,5,No,0
30861,International,Gaming,Different City,Debit,20,23,Yes,0
9011,Online,Food,Same City,Credit,5,20,No,0
181449,International,Electronics,Same City,Credit,20,12,Yes,1
171331,Online,Shopping,Same City,Credit,20,21,No,1
59065,Online,Gaming,Different City,Credit,23,3,No,1
47573,Online,Jewellery,Different City,Credit,4,3,No,1
187210,International,Electronics,Same City,Debit,0,12,Yes,1
140718,ATM,Travel,Same City,Debit,17,22,No,1
170939,Online,Electronics,International,Debit,5,27,Yes,1
47269,Online,Food,Same City,Credit,18,6,No,0
23121,POS,Fuel,Same City,Debit,16,9,No,0
142818,Online,Jewellery,Different City,Credit,1,30,No,1
77012,POS,Food,Different City,Debit,16,29,No,1
92405,POS,Travel,Different City,Debit,1,7,No,0
37237,Online,Fuel,International,Debit,6,18,Yes,0
33783,POS,Food,Same City,Credit,20,28,No,0
119655,Online,Food,Same City,Debit,17,6,No,0
192166,Online,Gaming,Different City,Debit,18,21,No,1
134167,POS,Food,Same City,Debit,13,12,No,1
158332,Online,Food,Same City,Debit,13,2,No,0
23424,Online,Food,Same City,Debit,7,8,No,1
98969,International,Shopping,International,Debit,3,5,Yes,1
80460,POS,Fuel,Same City,Credit,18,27,No,1
71155,POS,Fuel,Same City,Debit,12,5,No,0
194426,POS,Electronics,Different City,Debit,12,15,No,0
68011,Online,Travel,Same City,Credit,12,18,No,0
13958,International,Gaming,Same City,Debit,21,19,Yes,0
120106,Online,Jewellery,Different State,Credit,8,30,No,1
188441,ATM,Fuel,Same City,Debit,9,13,No,0
23729,POS,Shopping,Same City,Credit,18,1,No,0
75034,POS,Travel,Different State,Debit,13,21,No,1
191674,Online,Travel,Different City,Debit,17,22,No,1
3743,POS,Fuel,Different City,Debit,22,17,No,0
64122,International,Gaming,International,Debit,16,21,Yes,1
159319,Online,Shopping,International,Debit,7,5,Yes,1
35048,POS,Jewellery,Same City,Credit,11,3,No,0
178112,Online,Travel,Different City,Credit,9,15,No,0
55953,Online,Gaming,Same City,Debit,20,16,No,1
9387,International,Fuel,Different State,Credit,0,19,Yes,0
78310,Online,Shopping,Different State,Credit,11,0,No,0
129086,Online,Travel,Different State,Credit,15,0,No,1
172232,Online,Travel,Same City,Credit,5,17,No,1
28593,International,Gaming,Same City,Credit,23,13,Yes,1
186017,Online,Shopping,Same City,Credit,23,10,No,0
42124,POS,Jewellery,International,Debit,3,13,Yes,1
130010,ATM,Electronics,Same City,Debit,12,16,No,0
194582,ATM,Food,Same City,Credit,0,4,No,1
131172,Online,Electronics,Same City,Debit,13,19,No,0
113956,POS,Food,Same City,Credit,19,4,No,0
49084,Online,Electronics,Different State,Debit,7,21,No,0
52112,POS,Electronics,Same City,Debit,19,5,No,0
155078,POS,Shopping,Same City,Credit,8,6,No,0
111852,Online,Shopping,Different State,Credit,16,9,No,1
60767,Online,Food,Same City,Credit,1,9,No,1
95409,Online,Food,Same City,Credit,1,5,No,0
13765,POS,Food,Same City,Credit,19,3,No,0
66229,International,Food,Same City,Credit,0,21,Yes,1
34259,Online,Electronics,Same City,Debit,16,19,No,0
170558,Online,Gaming,Same City,Credit,20,23,No,1
10858,POS,Fuel,Different City,Credit,22,14,No,0
19729,International,Gaming,Same City,Credit,6,17,Yes,0
11584,Online,Food,Different City,Debit,17,11,No,0
117666,POS,Shopping,Same City,Credit,16,29,No,1
5834,Online,Food,International,Credit,18,1,Yes,0
181976,Online,Fuel,Same City,Credit,16,2,No,0
196898,POS,Travel,Same City,Debit,6,5,No,1
150019,Online,Electronics,Different State,Debit,14,16,No,1
137744,Online,Fuel,Same City,Credit,3,5,No,1
139971,Online,Shopping,Same City,Debit,4,8,No,1
13605,POS,Shopping,Different State,Credit,0,20,No,0
158738,International,Food,International,Debit,8,23,Yes,1
160396,Online,Jewellery,Different City,Credit,11,7,No,1
73419,Online,Jewellery,Same City,Debit,18,3,No,1
180485,Online,Gaming,Different State,Debit,17,6,No,1
57939,Online,Shopping,Different City,Debit,12,4,No,0
191415,POS,Food,Different State,Credit,5,14,No,1
46266,Online,Travel,Different City,Debit,0,9,No,1
46691,ATM,Electronics,Same City,Credit,13,7,No,0
169214,International,Shopping,Same City,Debit,0,19,Yes,1
100760,Online,Fuel,Different City,Debit,1,4,No,1
22014,Online,Jewellery,Different City,Debit,0,30,No,0
142279,POS,Food,Different City,Credit,15,24,No,1
116577,ATM,Food,Same City,Credit,17,22,No,1
142604,Online,Fuel,Same City,Credit,16,28,No,1
37281,Online,Shopping,Same City,Credit,11,20,No,0
179515,Online,Fuel,Different State,Credit,5,3,No,1
73975,Online,Gaming,Same City,Debit,2,28,No,0
39710,Online,Travel,Different City,Debit,4,28,No,1
79153,POS,Food,Different State,Credit,15,21,No,1
69673,ATM,Electronics,Same City,Credit,4,24,No,1
84053,Online,Food,Different State,Debit,2,3,No,1
190602,Online,Shopping,International,Credit,12,11,Yes,1
111205,POS,Jewellery,Different City,Debit,4,25,No,1
64563,Online,Travel,Same City,Credit,17,26,No,1
22019,POS,Food,Different City,Debit,23,7,No,0
61754,Online,Shopping,Different State,Credit,15,30,No,1
28976,Online,Food,Different State,Debit,4,9,No,0
144672,International,Fuel,Same City,Debit,1,23,Yes,1
182494,POS,Food,Same City,Debit,11,1,No,0
173835,POS,Travel,Different City,Credit,4,11,No,1
64337,Online,Travel,Different State,Credit,5,15,No,1
196211,POS,Jewellery,Same City,Debit,14,25,No,1
3562,Online,Shopping,Different State,Credit,5,16,No,0
104011,ATM,Electronics,Different State,Credit,8,29,No,1
80324,POS,Food,Same City,Debit,16,12,No,0
32902,POS,Food,Same City,Credit,23,17,No,0
20339,ATM,Travel,Same City,Debit,12,5,No,0
97480,POS,Shopping,Same City,Credit,19,24,No,1
7452,Online,Shopping,Same City,Credit,0,24,No,0
49315,POS,Gaming,Same City,Credit,18,18,No,1
126927,Online,Food,International,Credit,11,24,Yes,1
104469,POS,Food,Same City,Credit,4,22,No,1
86953,Online,Electronics,Same City,Debit,4,0,No,1
100268,POS,Fuel,Same City,Credit,21,14,No,0
164189,Online,Electronics,Different State,Debit,20,4,No,1
42317,International,Travel,International,Debit,16,29,Yes,0
117404,ATM,Food,Same City,Debit,13,1,No,0
179111,Online,Shopping,Different City,Credit,4,18,No,1
130522,Online,Shopping,Different City,Credit,2,15,No,1
82339,Online,Food,Same City,Credit,11,2,No,0
186393,ATM,Food,Same City,Credit,14,20,No,0
32597,International,Travel,Same City,Credit,13,27,Yes,0
178511,Online,Food,Different State,Debit,11,2,No,1
132729,POS,Fuel,International,Credit,20,1,Yes,1
64277,POS,Travel,Same City,Credit,12,5,No,0
19230,Online,Fuel,Different City,Credit,14,20,No,0
121958,Online,Shopping,Same City,Debit,12,24,No,1
105356,Online,Food,International,Credit,22,23,Yes,1
73074,POS,Travel,International,Credit,6,10,Yes,1
157668,ATM,Shopping,Different State,Debit,15,6,No,1
6114,International,Electronics,Same City,Debit,2,4,Yes,0
106286,Online,Fuel,Same City,Credit,6,21,No,1
48355,ATM,Shopping,Different State,Credit,9,5,No,0
109964,POS,Travel,Different State,Debit,13,11,No,1
149605,Online,Shopping,Different State,Credit,2,23,No,1
161715,Online,Gaming,Different State,Debit,23,23,No,1
39554,ATM,Jewellery,Same City,Credit,21,13,No,0
189442,Online,Travel,Different State,Credit,14,20,No,1
25644,Online,Electronics,Same City,Debit,5,19,No,0
91348,Online,Shopping,Different City,Debit,11,26,No,1
79252,ATM,Travel,Different State,Debit,20,14,No,0
92303,Online,Travel,Same City,Debit,3,29,No,1
112398,Online,Travel,Same City,Credit,9,27,No,1
178431,Online,Food,Different City,Debit,3,2,No,1
27313,Online,Shopping,International,Credit,23,24,Yes,0
142898,Online,Food,Different City,Credit,9,27,No,1
58526,ATM,Travel,Same City,Debit,3,11,No,1
121720,Online,Fuel,Different City,Debit,0,30,No,1
58803,POS,Food,Different City,Credit,13,21,No,0
108773,Online,Shopping,Different State,Debit,16,26,No,1
83323,Online,Jewellery,International,Credit,12,6,Yes,1
103205,ATM,Fuel,Different City,Credit,20,12,No,0
45638,Online,Food,Same City,Credit,22,25,No,0
31130,POS,Electronics,Different State,Debit,8,26,No,0
84616,Online,Shopping,Same City,Debit,18,4,No,1
185586,POS,Jewellery,Different City,Credit,23,4,No,1
166420,POS,Food,Same City,Debit,9,6,No,0
64391,POS,Fuel,Same City,Credit,1,8,No,1
37788,POS,Gaming,Different City,Credit,14,29,No,0
28169,Online,Food,Same City,Credit,11,29,No,0
102545,Online,Electronics,Same City,Credit,20,2,No,0
110176,Online,Food,Different State,Debit,5,9,No,0
46939,POS,Gaming,Different State,Credit,10,11,No,0
161057,POS,Shopping,Same City,Credit,3,6,No,1
140597,Online,Travel,Same City,Debit,3,28,No,1
85962,Online,Shopping,Different City,Credit,8,15,No,0
24209,Online,Travel,Same City,Debit,15,13,No,0
104942,International,Food,Same City,Debit,22,8,Yes,1
27073,POS,Electronics,Same City,Debit,23,15,No,0
117057,Online,Electronics,Different State,Debit,19,12,No,1
148772,Online,Fuel,Different State,Credit,1,30,No,1
153944,Online,Gaming,Different State,Debit,16,11,No,1
30154,Online,Food,Different State,Credit,2,6,No,0
97608,Online,Food,Same City,Debit,22,10,No,0
148858,ATM,Fuel,Different City,Credit,19,6,No,0
27079,POS,Electronics,International,Debit,21,2,Yes,0
169515,Online,Electronics,Same City,Credit,6,1,No,0
130818,Online,Food,Same City,Credit,19,10,No,0
62076,POS,Food,Different City,Debit,0,29,No,1
34456,ATM,Food,Different State,Debit,1,10,No,0
18306,POS,Fuel,Same City,Credit,10,24,No,0
21010,POS,Food,Different City,Credit,22,14,No,0
168159,International,Shopping,Same City,Debit,0,7,Yes,0
2825,Online,Jewellery,Different State,Debit,7,5,No,0
189920,International,Food,Different State,Debit,22,27,Yes,1
11392,Online,Jewellery,Same City,Credit,19,25,No,0
70855,POS,Jewellery,Different City,Credit,10,27,No,1
153226,ATM,Jewellery,Same City,Credit,3,16,No,1
151589,POS,Travel,Same City,Debit,15,7,No,0
77756,POS,Food,Different State,Credit,20,23,No,1
182280,Online,Jewellery,Same City,Credit,6,14,No,1
49361,POS,Food,Different State,Debit,16,27,No,0
81843,POS,Gaming,Different State,Credit,4,7,No,1
101176,International,Fuel,Same City,Debit,6,2,Yes,1
43143,POS,Jewellery,Different City,Credit,14,28,No,0
28988,Online,Fuel,Same City,Credit,21,16,No,0
69719,Online,Travel,Same City,Credit,12,16,No,0
87587,Online,Food,Same City,Debit,23,29,No,1
77171,Online,Shopping,Same City,Debit,16,13,No,0
13173,POS,Jewellery,Same City,Credit,1,18,No,0
17361,POS,Food,Different State,Debit,12,12,No,0
57742,POS,Fuel,Same City,Credit,6,11,No,0
185135,POS,Electronics,Same City,Credit,22,19,No,0
80138,ATM,Electronics,Same City,Debit,5,5,No,1
119432,Online,Shopping,Same City,Credit,5,8,No,1
44854,POS,Fuel,Different City,Debit,18,0,No,0
64983,POS,Shopping,Same City,Debit,9,26,No,1
131996,Online,Shopping,Same City,Credit,23,10,No,0
192727,Online,Travel,Different City,Credit,14,0,No,0
79040,POS,Fuel,Different State,Debit,19,15,No,0
179874,POS,Gaming,Same City,Credit,7,21,No,1
93736,POS,Shopping,Different City,Debit,11,6,No,0
50914,International,Food,Same City,Credit,20,21,Yes,1
117873,International,Fuel,Same City,Debit,11,28,Yes,1
154541,Online,Jewellery,Same City,Credit,16,22,No,1
160628,Online,Electronics,Different City,Debit,11,9,No,0
2284,POS,Electronics,Same City,Credit,9,19,No,0
42726,Online,Food,Different State,Credit,1,6,No,1
155570,Online,Travel,Same City,Credit,0,1,No,1
91907,ATM,Electronics,Same City,Debit,17,4,No,0
187060,Online,Jewellery,Same City,Credit,2,9,No,1
124140,International,Shopping,Different City,Credit,12,30,Yes,1
68587,International,Gaming,Same City,Credit,10,25,Yes,1
179228,ATM,Food,Same City,Credit,9,2,No,0
164810,POS,Shopping,Different State,Debit,3,4,No,1
182062,Online,Jewellery,Different City,Credit,13,14,No,1
107646,POS,Fuel,Same City,Debit,2,24,No,1
79369,ATM,Gaming,Same City,Debit,18,28,No,1
198106,ATM,Shopping,Different City,Credit,16,14,No,0
22292,Online,Fuel,Different City,Credit,3,26,No,0
126313,POS,Fuel,Same City,Credit,16,23,No,1
184013,Online,Shopping,Different City,Credit,7,28,No,1
40673,Online,Food,International,Credit,15,19,Yes,0
30170,Online,Shopping,Different State,Credit,7,6,No,0
6563,ATM,Food,Same City,Credit,12,15,No,0
61684,ATM,Travel,Different State,Debit,21,19,No,0
38437,POS,Shopping,Different State,Debit,5,16,No,1
143409,Online,Travel,Same City,Credit,18,15,No,0
72237,Online,Electronics,Same City,Credit,13,4,No,1
119921,Online,Food,Different City,Credit,20,28,No,1
116617,Online,Fuel,International,Credit,23,14,Yes,1
41601,Online,Fuel,Same City,Credit,22,16,No,0
16553,Online,Shopping,Different City,Credit,14,22,No,0
36810,Online,Electronics,Same City,Credit,20,15,No,0
123767,POS,Shopping,Different City,Credit,21,16,No,0
183015,Online,Jewellery,Same City,Debit,12,2,No,0
192219,Online,Shopping,Same City,Debit,15,10,No,0
192159,ATM,Shopping,Different State,Debit,12,24,No,1
16974,Online,Food,Same City,Debit,14,24,No,0
165589,ATM,Jewellery,Same City,Debit,12,4,No,1
150512,POS,Shopping,Same City,Debit,7,6,No,0
113887,ATM,Fuel,Same City,Credit,20,30,No,1
53456,Online,Shopping,Same City,Debit,18,17,No,0
89415,Online,Electronics,Different State,Debit,15,6,No,1
149619,ATM,Travel,Same City,Debit,4,25,No,1
112169,POS,Fuel,Different City,Credit,16,9,No,0
130834,Online,Gaming,Same City,Credit,9,29,No,1
102447,POS,Shopping,Different State,Debit,2,17,No,1
135827,International,Travel,Same City,Credit,22,28,Yes,1
123564,International,Jewellery,Different City,Credit,13,8,Yes,1
15669,Online,Travel,Different City,Debit,21,29,No,0
61865,POS,Fuel,Different City,Debit,1,11,No,1
109214,POS,Gaming,Same City,Credit,4,8,No,1
27379,Online,Travel,Different City,Credit,9,25,No,0
59804,Online,Shopping,Different State,Debit,17,19,No,0
178866,POS,Shopping,Same City,Credit,12,22,No,1
183951,Online,Shopping,Same City,Debit,11,11,No,0
114532,International,Shopping,Same City,Credit,13,23,Yes,1
140666,POS,Jewellery,Same City,Debit,1,2,No,1
115064,Online,Shopping,Same City,Debit,7,9,No,0
104385,POS,Shopping,Same City,Credit,17,6,No,0
192833,ATM,Fuel,Different State,Credit,9,30,No,1
144647,Online,Gaming,Same City,Credit,22,17,No,1
14255,Online,Food,International,Credit,2,6,Yes,0
136675,Online,Electronics,Same City,Credit,4,1,No,1
183166,Online,Electronics,International,Credit,1,8,Yes,1
100809,Online,Jewellery,Same City,Debit,12,15,No,0
100393,Online,Shopping,Same City,Credit,13,17,No,0
80092,Online,Electronics,International,Debit,10,29,Yes,1
68921,ATM,Gaming,Different City,Credit,19,13,No,1
191262,International,Electronics,Different State,Credit,23,29,Yes,1
140284,POS,Gaming,Different City,Credit,5,30,No,1
195563,International,Shopping,Different State,Credit,21,30,Yes,1
65618,ATM,Food,Different City,Credit,8,11,No,0
65770,ATM,Fuel,Different City,Credit,18,21,No,1
69441,ATM,Food,Same City,Credit,1,30,No,1
167280,ATM,Shopping,Same City,Debit,8,28,No,1
82420,International,Food,Same City,Debit,8,27,Yes,1
59716,POS,Shopping,Different City,Credit,3,20,No,0
179522,POS,Food,Same City,Credit,7,1,No,0
68009,International,Shopping,Different State,Debit,17,22,Yes,0
61624,Online,Shopping,Same City,Credit,7,6,No,0
97449,ATM,Electronics,Same City,Credit,9,4,No,1
159212,ATM,Food,Same City,Debit,15,30,No,1
163131,Online,Food,Same City,Credit,18,0,No,0
55538,ATM,Travel,Different State,Credit,18,22,No,0
56426,Online,Gaming,Different City,Credit,20,2,No,1
58972,POS,Jewellery,Different City,Debit,17,23,No,1
138448,ATM,Gaming,Different City,Credit,10,8,No,1
150896,Online,Shopping,Same City,Debit,11,7,No,0
196233,International,Electronics,Same City,Debit,13,11,Yes,1
147020,POS,Fuel,Different City,Debit,14,25,No,1
149349,ATM,Jewellery,International,Credit,13,21,Yes,1
36312,POS,Electronics,Same City,Credit,13,13,No,0
39001,POS,Gaming,Different State,Debit,14,0,No,0
109840,Online,Travel,International,Debit,4,27,Yes,0
113194,Online,Shopping,Same City,Credit,16,29,No,1
110818,Online,Food,Different City,Debit,3,10,No,1
88348,POS,Gaming,International,Credit,23,29,Yes,1
117775,International,Gaming,Different City,Credit,15,22,Yes,1
48190,POS,Gaming,Different State,Credit,4,28,No,0
155564,Online,Gaming,Same City,Credit,16,23,No,1
25501,Online,Travel,Same City,Credit,16,18,No,0
111954,Online,Food,Different City,Debit,1,26,No,1
191723,Online,Travel,Different City,Debit,3,11,No,1
31177,Online,Travel,Same City,Credit,8,19,No,0
60832,POS,Shopping,Same City,Debit,5,0,No,1
10518,International,Travel,Different State,Credit,0,11,Yes,0
149827,Online,Food,Same City,Credit,3,22,No,1
31541,Online,Food,Same City,Debit,8,23,No,0
92825,ATM,Electronics,Same City,Credit,5,16,No,1
118972,POS,Travel,Different State,Debit,10,28,No,1
113707,Online,Electronics,Same City,Credit,17,21,No,1
164223,Online,Gaming,Same City,Credit,12,27,No,1
176614,Online,Travel,Same City,Credit,15,9,No,0
166501,ATM,Jewellery,Different State,Debit,0,13,No,1
146307,POS,Electronics,Same City,Debit,19,12,No,0
61629,POS,Travel,Different City,Credit,9,26,No,1
76676,POS,Travel,Different City,Credit,17,15,No,0
57491,Online,Fuel,Different City,Credit,14,10,No,0
111475,Online,Travel,Same City,Credit,22,12,No,0
126909,ATM,Fuel,Different City,Debit,0,9,No,1
56488,ATM,Electronics,Same City,Debit,8,21,No,0
102697,ATM,Food,Same City,Credit,15,23,No,1
166893,ATM,Food,Same City,Credit,5,17,No,1
164015,Online,Jewellery,Different City,Credit,17,0,No,1
5635,ATM,Shopping,Different City,Debit,17,2,No,0
136060,Online,Travel,International,Debit,12,27,Yes,1
76170,ATM,Fuel,Same City,Credit,23,7,No,0
9556,ATM,Electronics,Same City,Credit,15,1,No,0
79127,Online,Gaming,Different City,Credit,23,3,No,1
99152,POS,Shopping,Different City,Credit,2,2,No,1
189397,POS,Electronics,Same City,Debit,17,19,No,0
25149,POS,Electronics,Same City,Debit,9,25,No,0
134410,POS,Food,Same City,Credit,20,18,No,0
76446,Online,Shopping,Same City,Credit,9,29,No,1
132900,Online,Shopping,Same City,Credit,11,24,No,1
28491,POS,Gaming,Same City,Debit,14,11,No,0
28660,POS,Food,Different State,Debit,3,17,No,0
128501,POS,Shopping,Same City,Debit,16,23,No,1
199481,Online,Electronics,Same City,Credit,10,26,No,1
84364,POS,Gaming,Different State,Credit,6,24,No,1
